id,door_type,title,region,start_period,end_period,location,poster,syear,smonth,sday,eyear,emonth,eday,door
1505,festibal,남산 한국의 맛 축제,서울,2022-09-22,2022-09-25,서울특별시 중구 남산골한옥마을,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_6%2F16614942957522LmAh_JPEG%2F2844337_image2_1.jpg,2022,9,22,2022,9,25,1
1506,festibal,구로G페스티벌 × 안양천 빛축제,서울,2022-09-23,2022-09-25,서울특별시 구로구 구로G페스티벌,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_16%2F16601208692458uLRE_JPEG%2F2832762_image2_1.jpeg,2022,9,23,2022,9,25,1
1507,festibal,도봉산페스티벌,서울,2022-09-24,2022-09-25,서울특별시 도봉구 평화문화진지,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220729_31%2F1659057460323JLEVl_JPEG%2F2830026_image2_1.jpg,2022,9,24,2022,9,25,1
1508,festibal,서대문 문화재야행,서울,2022-09-24,2022-09-25,서울특별시 서대문구 서대문독립공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220811_77%2F1660193065693DyKsL_JPEG%2F2833028_image2_1.jpg,2022,9,24,2022,9,25,1
1509,festibal,한일축제한마당 in Seoul,서울,2022-09-25,2022-09-25,서울 강남구 코엑스,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_206%2F1656902601064madce_JPEG%2F2822726_image2_1.jpg,2022,9,25,2022,9,25,1
1510,festibal,서울뷰티위크,서울,2022-09-30,2022-10-02,서울특별시 중구 동대문디자인플라자,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_109%2F16601215100754P2l1_JPEG%2F2832760_image2_1.jpg,2022,9,30,2022,10,2,1
1511,festibal,한성백제문화제,서울,2022-09-30,2022-10-02,서울특별시 송파구 올림픽공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_172%2F1657105175239Xgm6T_JPEG%2F110_1908549_manual_image_url_1657105175222.jpg,2022,9,30,2022,10,2,1
1512,festibal,서울릴랙스위크,서울,2022-10-01,2022-10-02,서울특별시 강남구 SETEC,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220804_70%2F1659598882469CnVBN_JPEG%2F110_24775060_manual_image_url_1659598882433.jpg,2022,10,1,2022,10,2,1
1513,festibal,궁중문화축전,서울,2022-10-01,2022-10-09,서울특별시 종로구 궁중문화축전,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_99%2F1656902032045YRKRG_PNG%2F2718907_image2_1.png,2022,10,1,2022,10,9,1
1514,festibal,노원탈축제,서울,2022-10-08,2022-10-09,서울특별시 노원구 노원문화의거리,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_160%2F1659404099492u8O1g_JPEG%2F2830516_image2_1.jpg,2022,10,8,2022,10,9,1
1515,festibal,정조대왕 능행차 공동재현,서울,2022-10-08,2022-10-09,서울특별시 종로구 창덕궁,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220812_276%2F1660269470537hCr1l_JPEG%2F2836015_image2_1.jpg,2022,10,8,2022,10,9,1
1516,festibal,종로한복축제,서울,2022-10-08,2022-10-09,서울특별시 종로구 광화문광장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220818_288%2F1660787088040NRsPF_JPEG%2F2837512_image2_1.jpg,2022,10,8,2022,10,9,1
1517,festibal,도봉옛길 문화제,서울,2022-10-26,2022-10-29,서울특별시 도봉구 도봉문화원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220812_91%2F16602681196152V5FT_JPEG%2F2835660_image2_1.jpg,2022,10,26,2022,10,29,1
1518,festibal,KYMF 대한민국청소년미디어대전,서울,2022-10-27,2022-10-29,서울특별시 중구 서울특별시청,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_247%2F16581951436158bLgb_PNG%2F2719675_image2_1.png,2022,10,27,2022,10,29,1
1519,festibal,KOREA 월드푸드챔피언십,서울,2022-10-28,2022-10-30,서울특별시 서초구 aT센터,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220804_239%2F1659597445626DkIh2_JPEG%2F2726023_image2_1.jpg,2022,10,28,2022,10,30,1
1520,festibal,광화문국제아트페스티벌,서울,2022-11-02,2022-11-15,서울특별시 종로구 세종문화회관 미술관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_138%2F1661391227749Yi9Bi_JPEG%2F2037790_image2_1.jpg,2022,11,2,2022,11,15,1
1521,festibal,서대문독립페스타,서울,2022-08-14,2022-08-15,서울특별시 서대문구 서대문형무소역사관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220804_191%2F16595972965202NL7o_JPEG%2F110_19292765_manual_image_url_1659597296423.jpg,2022,8,14,2022,8,15,1
1522,festibal,보드게임콘,서울,2022-08-14,2022-08-15,서울특별시 강남구 코엑스,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220718_285%2F1658106970929rJRYm_JPEG%2F2827856_image2_1.jpg,2022,8,14,2022,8,15,1
1523,festibal,대학로문화축제,서울,2022-08-26,2022-08-28,서울특별시 종로구 마로니에공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_174%2F1661476946536MmlC5_JPEG%2F110_28720973_manual_image_url_1661476946433.jpg,2022,8,26,2022,8,28,1
1524,festibal,서울거리공연 [버스커페스티벌],서울,2022-08-26,2022-08-28,서울특별시 용산구 노들섬,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_24%2F1660121296525v8Pva_JPEG%2F2833051_image2_1.jpg,2022,8,26,2022,8,28,1
1525,festibal,서울페스타,서울,2022-08-10,2022-08-14,서울특별시 송파구 잠실종합운동장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220721_155%2F1658372627356I0EbX_JPEG%2F2828327_image2_1.jpg,2022,8,10,2022,8,14,1
1526,festibal,서울청소년연극축제,서울,2022-08-02,2022-08-13,서울특별시 종로구 민송아트홀,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220629_129%2F1656466661644jJHin_JPEG%2F2825467_image2_1.jpg,2022,8,2,2022,8,13,1
1537,festibal,이탈리아마을 베니스가면축제,경기,2022-07-01,2022-08-31,경기도 가평군 쁘띠프랑스,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220630_20%2F1656553524290TCYqR_JPEG%2F2825666_image2_1.jpg,2022,7,1,2022,8,31,1
1538,festibal,파주 초리골 초록 페스티벌,경기,2022-06-03,2022-08-31,경기도 파주시 초리골 눈썰매장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_292%2F1657105302934ykVSa_JPEG%2F2821621_image2_1.jpg,2022,6,3,2022,8,31,1
1539,festibal,허브아일랜드 향기샤워축제,경기,2022-07-16,2022-10-31,경기도 포천시 허브아일랜드,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220715_112%2F16578509954674Oa84_JPEG%2F110_28412078_manual_image_url_1657850995381.jpg,2022,7,16,2022,10,31,1
1540,festibal,한국민속촌 '귀굴 두 번째 이야기',경기,2022-05-21,2022-11-06,경기도 용인시 한국민속촌,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_46%2F16570940075371hTe4_JPEG%2F110_26409744_manual_image_url_1657094007517.jpg,2022,5,21,2022,11,6,1
1541,festibal,한국민속촌 '달빛을 더하다',경기,2022-04-09,2022-11-06,경기도 용인시 한국민속촌,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_213%2F1657105281584t98hM_PNG%2F2815371_image2_1.png,2022,4,9,2022,11,6,1
1542,festibal,안산별빛마을 애니멀 & 하트빌리지 빛축제,경기,2022-01-01,2022-12-31,경기도 안산시 별빛마을포토랜드,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_168%2F1656902049341U5BL2_JPEG%2F2702853_image2_1.jpg,2022,1,1,2022,12,31,1
1543,festibal,허브아일랜드 불빛동화축제,경기,2022-01-01,2022-12-31,경기도 포천시 허브아일랜드,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220715_115%2F1657850879428NrPsC_JPEG%2F110_1908914_manual_image_url_1657850879323.jpg,2022,1,1,2022,12,31,1
1544,festibal,퍼스트가든 빛축제 - 별빛이 흐르는 정원,경기,2022-01-01,2022-12-31,경기도 파주시 퍼스트가든,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_143%2F1657104973614IBxFK_JPEG%2F2639353_image2_1.jpg,2022,1,1,2022,12,31,1
1545,festibal,별빛정원우주 365일 별빛축제,경기,2022-01-01,2022-12-31,경기도 이천시 별빛정원 우주,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_285%2F1657104984254JU0hP_JPEG%2F2566756_image2_1.jpg,2022,1,1,2022,12,31,1
1546,festibal,서울랜드 불빛축제 루나파크,경기,2021-01-01,2022-12-31,경기도 과천시 서울랜드,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_207%2F1657105250051DXKt5_JPEG%2F2769668_image2_1.jpg,2021,1,1,2022,12,31,1
1547,festibal,시흥갯골축제,경기,2022-09-23,2022-09-25,경기도 시흥시 갯골생태공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_102%2F1657105185365xgBNl_JPEG%2F2822835_image2_1.jpg,2022,9,23,2022,9,25,1
1548,festibal,안성맞춤 남사당 바우덕이 축제,경기,2022-09-30,2022-10-03,경기도 안성시 안성맞춤랜드,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220829_236%2F1661739448052XD8rs_JPEG%2F110_24695745_manual_image_url_1661739447922.jpg,2022,9,30,2022,10,3,1
1549,festibal,수원화성문화제,경기,2022-10-07,2022-10-09,경기도 수원시 수원화성,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220809_155%2F1660035834592iVB2J_JPEG%2F2735596_image2_1.jpg,2022,10,7,2022,10,9,1
1550,festibal,여주오곡나루축제,경기,2022-10-21,2022-10-23,경기도 여주시 여주오곡나루축제,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220818_134%2F16607878616539YsU2_JPEG%2F2838384_image2_1.jpg,2022,10,21,2022,10,23,1
1551,festibal,수원재즈페스티벌,경기,2022-09-02,2022-09-03,경기도 수원시 광교호수공원재미난밭,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220812_119%2F1660266893378wElyp_JPEG%2F2835970_image2_1.jpg,2022,9,2,2022,9,3,1
1552,festibal,푸드앤비어 페스티벌,경기,2022-09-02,2022-09-04,경기도 고양시 라페스타문화의거리,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_192%2F1661493581021yLCwk_JPEG%2F2844325_image2_1.jpg,2022,9,2,2022,9,4,1
1553,festibal,이천도자기축제,경기,2022-09-02,2022-10-03,경기도 이천시 이천 도자기축제,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_212%2F1656640126430dk1SN_JPEG%2F2536038_image2_1.jpg,2022,9,2,2022,10,3,1
1554,festibal,화성 뱃놀이 축제,경기,2022-09-16,2022-09-18,경기도 화성시 전곡항,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_134%2F1660124021131yUIUe_JPEG%2F2835314_image2_1.jpg,2022,9,16,2022,9,18,1
1555,festibal,과천축제 “나와”,경기,2022-09-16,2022-09-18,경기도 과천시 과천시민회관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_246%2F1659405912071i52GP_JPEG%2F2830528_image2_1.jpg,2022,9,16,2022,9,18,1
1556,festibal,햇사레장호원복숭아축제,경기,2022-09-16,2022-09-18,경기도 이천시 장호원농산물유통센터,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_223%2F16614801827383C24x_JPEG%2F110_28720985_manual_image_url_1661480182724.jpg,2022,9,16,2022,9,18,1
1557,festibal,강천섬 휴[休]콘서트,경기,2022-09-17,2022-09-17,경기도 여주시 강천섬유원지,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220819_213%2F1660873163288yuI8p_JPEG%2F2838900_image2_1.jpg,2022,9,17,2022,9,17,1
1558,festibal,우리꽃 전시회,경기,2022-09-20,2022-09-25,경기도 포천시 국립수목원 산림박물관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220801_52%2F16593371845687gTBK_JPEG%2F110_19450926_manual_image_url_1659337184535.jpg,2022,9,20,2022,9,25,1
1559,festibal,의정부 국제가야금축제,경기,2022-09-23,2022-09-24,경기도 의정부시 의정부예술의전당,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_6%2F16614825549299GMrM_JPEG%2F2840054_image2_1.jpg,2022,9,23,2022,9,24,1
1560,festibal,우선멈‘춤’ 안양시민축제,경기,2022-09-23,2022-09-25,경기도 안양시 평촌중앙공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_258%2F1661481871226pzkwD_JPEG%2F2844336_image2_1.jpg,2022,9,23,2022,9,25,1
1561,festibal,힐링폴링 수원화성,경기,2022-09-23,2022-10-23,경기 수원시,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220817_30%2F1660704124657SYDFv_PNG%2F7c506682739ab8e312f122b5e2c94083.png,2022,9,23,2022,10,23,1
1562,festibal,수원화성 미디어아트쇼,경기,2022-09-23,2022-10-23,경기도 수원시 화홍문,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220816_292%2F1660616080083nxubo_JPEG%2F2836234_image2_1.jpg,2022,9,23,2022,10,23,1
1563,festibal,경기곤충페스티벌,경기,2022-09-24,2022-09-25,경기도 화성시 경기도농업기술원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_234%2F1659409346624GCpUI_JPEG%2F2830591_image2_1.jpg,2022,9,24,2022,9,25,1
1564,festibal,고양호수예술축제,경기,2022-09-30,2022-10-03,경기도 고양시 일산호수공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_140%2F1661416023601cJe7D_JPEG%2F2722465_image2_1.jpg,2022,9,30,2022,10,3,1
1565,festibal,부천국제만화축제,경기,2022-09-30,2022-10-03,경기도 부천시 한국만화영상진흥원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_242%2F1656677222649RjwSM_JPEG%2F110_1908347_manual_image_url_1656677222628.jpg,2022,9,30,2022,10,3,1
1566,festibal,오산독산성문화제,경기,2022-10-01,2022-10-02,경기도 오산시 고인돌공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_218%2F1656901979323aQiyW_JPEG%2F2765168_image2_1.jpg,2022,10,1,2022,10,2,1
1567,festibal,세계유산축전 수원화성,경기,2022-10-01,2022-10-22,경기도 수원시 수원화성,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220809_134%2F166000944564227Y2d_JPEG%2F2833946_image2_1.jpg,2022,10,1,2022,10,22,1
1568,festibal,의정부 부대찌개 축제,경기,2022-10-15,2022-10-23,경기도 의정부시 의정부부대찌개축제,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_149%2F1657105683243uPieT_PNG%2F2823585_image2_1.png,2022,10,15,2022,10,23,1
1569,festibal,파주 북소리,경기,2022-10-21,2022-10-23,경기도 파주시 아시아출판문화정보센터,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_39%2F1661492780670MwCwT_JPEG%2F110_24797013_manual_image_url_1661492780654.jpg,2022,10,21,2022,10,23,1
1570,festibal,월곶포구축제,경기,2022-10-21,2022-10-23,경기도 시흥시 월곶포구,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220721_28%2F16583728933492A6K3_JPEG%2F2828331_image2_1.jpg,2022,10,21,2022,10,23,1
1571,festibal,시흥시청소년동아리축제,경기,2022-10-22,2022-10-22,경기도 시흥시 시흥ABC행복학습타운,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_157%2F1660123161469W7aoU_JPEG%2F110_28651660_manual_image_url_1660123161394.jpg,2022,10,22,2022,10,22,1
1572,festibal,부천 소사복숭아축제,경기,2022-08-26,2022-08-27,경기도 부천시 부천여자중학교,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220818_207%2F16607859590938dVMB_JPEG%2F2837135_image2_1.jpg,2022,8,26,2022,8,27,1
1573,festibal,양주예술제,경기,2022-08-27,2022-08-28,경기도 양주시 덕계근린공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220822_75%2F1661131476971Vv2G9_JPEG%2F2839891_image2_1.jpg,2022,8,27,2022,8,28,1
1574,festibal,시흥 매직페스티벌,경기,2022-08-27,2022-08-28,경기도 시흥시 시흥ABC행복학습타운,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_195%2F16601229514351AmMB_JPEG%2F2832441_image2_1.jpg,2022,8,27,2022,8,28,1
1575,festibal,수원 문화재 야행,경기,2022-08-12,2022-08-14,경기도 수원시 화성행궁,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_231%2F16571049558025LVq5_JPEG%2F2816827_image2_1.jpg,2022,8,12,2022,8,14,1
1576,festibal,광주 왕실도자기축제,경기,2022-08-26,2022-08-28,경기도 광주시 곤지암도자공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220818_133%2F1660785567491IYR0W_JPEG%2F110_28671602_manual_image_url_1660785567427.jpg,2022,8,26,2022,8,28,1
1577,festibal,프리미엄 맥주축제,경기,2022-08-17,2022-08-21,경기도 고양시 고양꽃전시관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_229%2F1657106003833z16dh_JPEG%2F2824864_image2_1.jpg,2022,8,17,2022,8,21,1
1578,festibal,포천38프린지페스타,경기,2022-07-30,2022-08-06,경기도 포천시,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_31%2F1660123767156damkU_JPEG%2F2832758_image2_1.jpg,2022,7,30,2022,8,6,1
1579,festibal,니지모리스튜디오 “나츠마츠리”,경기,2022-07-30,2022-08-07,경기도 동두천시 니지모리스튜디오,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_162%2F1657094494160VhOVJ_JPEG%2F2824362_image2_1.jpg,2022,7,30,2022,8,7,1
1580,festibal,렛츠런파크 서울 여름 수국축제 수국 산책,경기,2022-07-30,2022-08-21,경기도 과천시 렛츠런파크서울,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220727_243%2F1658884183121PwEXe_JPEG%2F2829590_image2_1.jpg,2022,7,30,2022,8,21,1
1581,festibal,한국민속촌 ‘심야공포촌’,경기,2022-07-30,2022-08-21,경기도 용인시 한국민속촌,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220801_251%2F1659316010230Q7q6u_JPEG%2F2830452_image2_1.jpg,2022,7,30,2022,8,21,1
1582,festibal,설봉산 별빛축제,경기,2022-07-09,2022-08-06,경기도 이천시 설봉공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220805_36%2F1659692485845OVWi8_JPEG%2F110_28398549_manual_image_url_1659692485732.jpg,2022,7,9,2022,8,6,1
1583,festibal,더스테이힐링파크 블루밍 서머 페스티벌,경기,2022-07-08,2022-08-07,경기도 가평군 더스테이힐링파크,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220707_265%2F1657156258509TWv58_JPEG%2F2826699_image2_1.jpg,2022,7,8,2022,8,7,1
1584,festibal,아침고요수목원 무궁화전시회,경기,2022-07-22,2022-08-21,경기도 가평군 아침고요수목원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_222%2F1658195345067x7nkE_JPEG%2F2664418_image2_1.jpg,2022,7,22,2022,8,21,1
1585,festibal,부산국제매직페스티벌,부산,2022-06-01,2022-11-13,부산광역시 남구,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_102%2F1657105629599BdeFH_JPEG%2F2823019_image2_1.jpg,2022,6,1,2022,11,13,1
1586,festibal,광안리어방축제,부산,2022-10-14,2022-10-16,부산광역시 수영구 광안리해수욕장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_255%2F1658194753594yUiQg_PNG%2F2689834_image2_1.png,2022,10,14,2022,10,16,1
1587,festibal,명지시장 전어축제,부산,2022-08-30,2022-09-01,부산광역시 강서구 명지시장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_224%2F1661477179425EKjka_JPEG%2F1409322_image2_1.jpg,2022,8,30,2022,9,1,1
1588,festibal,부산국제공연예술제(Busan Performing Arts Festival),부산,2022-09-23,2022-09-25,온라인,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_267%2F1661417560588avwY2_JPEG%2F2842405_image2_1.jpg,2022,9,23,2022,9,25,1
1589,festibal,세계 라면 축제,부산,2022-10-01,2022-11-20,부산 부산진구,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220823_38%2F16612290890028GWrB_JPEG%2F110_26493362_manual_image_url_1661229088987.jpg,2022,10,1,2022,11,20,1
1590,festibal,영도다리축제,부산,2022-10-14,2022-10-16,부산광역시 영도구 아미르공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_31%2F1657105071085KbHCG_JPEG%2F2738814_image2_1.jpg,2022,10,14,2022,10,16,1
1591,festibal,동래읍성 역사축제,부산,2022-10-14,2022-10-16,부산 동래구 동래읍성 역사축제,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_279%2F16571052110636Y5rw_JPEG%2F110_1908690_manual_image_url_1657105211038.jpg,2022,10,14,2022,10,16,1
1592,festibal,영도커피페스티벌,부산,2022-11-04,2022-11-06,부산광역시 영도구 아미르공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_63%2F1661478691661FBQ5J_JPEG%2F2841073_image2_1.jpg,2022,11,4,2022,11,6,1
1593,festibal,부산불꽃축제,부산,2022-11-05,2022-11-05,부산광역시 수영구 광안리해수욕장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_290%2F1659407243929IXNgl_JPEG%2F2830696_image2_1.jpg,2022,11,5,2022,11,5,1
1594,festibal,피란수도 부산 문화재 야행,부산,2022-08-19,2022-08-20,부산광역시 서구 대한민국임시수도기념거리,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_227%2F16581945845131zHgm_JPEG%2F110_19125137_manual_image_url_1658194584498.jpg,2022,8,19,2022,8,20,1
